duration_ms
224.15
154.42
152.91
152.27
152.36
152.25
152.31
152.24
153.29
152.2
151.64
151.74
151.64
151.7
150.8
151.88
152.01
152.01
151.64
151.55
151.77
151.66
151.74
151.94
151.7
151.59
151.48
151.54
151.59
151.34
151.58
151.61
151.62
151.55
151.98
151.59
151.68
151.64
151.54
151.42
151.44
151.75
151.63
151.56
151.69
151.54
151.57
150.68
151.5
151.55
151.62
151.66
151.65
151.95
151.59
151.53
151.47
151.67
151.43
151.46
151.57
151.8
151.78
151.86
151.72
151.49
151.51
150.7
151.5
151.53
151.48
151.65
151.68
151.78
151.85
151.59
151.6
151.76
151.59
151.71
151.99
151.74
151.54
151.49
151.46
151.44
151.5
150.49
151.45
151.55
152.14
151.65
151.56
150.65
151.53
151.6
151.42
151.37
151.41
152.15
152.03
151.82
151.52
151.52
151.57
151.69
151.4
151.68
151.59
151.7
151.97
151.7
151.94
151.67
151.48
151.46
151.48
151.72
151.59
151.66
151.79
150.61
151.62
151.54
151.86
151.61
151.63
151.6
151.67
151.58
151.56
150.66
151.56
151.68
151.76
151.57
151.36
151.63
151.91
151.62
151.71
151.56
151.61
151.62
151.71
151.61
151.74
150.54
151.59
151.59
151.61
151.61
151.37
151.63
151.52
151.45
151.54
151.86
151.74
151.79
150.6
151.51
151.45
151.52
151.42
151.38
150.65
151.63
151.63
151.59
151.55
151.54
151.59
151.66
151.53
151.48
151.46
151.64
151.46
151.7
151.59
151.55
151.62
151.67
151.61
151.41
150.68
151.52
151.63
151.71
151.54
151.39
150.99
151.7
151.71
151.91
151.78
151.78
151.56
151.81
152.08
151.8
151.39
151.28
152.32
151.79
151.81
151.83
152.01
151.6
151.45
151.51
151.66
151.5
150.86
151.47
151.44
151.67
151.35
151.53
151.47
151.42
151.43
150.74
152.16
152.07
151.62
151.65
151.61
151.52
151.47
151.58
151.84
152.05
151.71
151.7
151.51
151.78
151.56
151.49
151.47
151.51
151.65
151.59
151.63
152.06
151.53
150.58
151.56
151.5
151.63
150.76
151.76
151.64
151.58
152.38
151.66
151.58
151.9
151.46
151.56
150.51
151.66
151.55
151.68
151.9
151.55
151.47
151.47
151.54
151.39
152
151.6
152.18
151.68
151.56
151.46
151.52
150.78
151.65
151.61
151.63
151.6
151.81
150.6
151.58
151.59
151.53
150.43
151.44
151.58
151.97
151.73
151.67
151.47
151.49
151.71
151.6
150.86
151.64
150.83
151.74
151.62
151.54
151.78
151.63
151.54
151.59
151.73
151.39
151.42
151.63
151.52
150.72
151.38
151.43
151.45
151.53
151.53
151.46
151.69
151.78
151.81
151.77
151.59
151.54
150.62
150.71
151.59
152.03
151.79
151.93
151.28
151.83
151.54
151.63
151.59
151.61
151.39
151.78
151.53
151.76
152
151.36
151.58
151.83
150.42
151.35
151.42
151.51
151.68
151.61
151.64
151.47
151.81
151.39
150.31
